date,opponent,time,channel
"Mon, Mar 25",toronto raptors,7:30 PM,['NBA LEAGUE PASS']
"Wed, Mar 27",washington wizards,7:00 PM,['NBA LEAGUE PASS']
"Fri, Mar 29",chicago bulls,7:30 PM,['NBA LEAGUE PASS']
"Sun, Mar 31",los angeles lakers,6:00 PM,['NBA LEAGUE PASS']
"Mon, Apr 1",indiana pacers,7:00 PM,['NBA LEAGUE PASS']
"Wed, Apr 3",indiana pacers,7:30 PM,['NBA LEAGUE PASS']
"Sat, Apr 6",detroit pistons,7:00 PM,['NBA LEAGUE PASS']
"Sun, Apr 7",sacramento kings,7:30 PM,['NBA LEAGUE PASS']
"Wed, Apr 10",toronto raptors,7:30 PM,['NBA LEAGUE PASS']
"Fri, Apr 12",new york knicks,7:30 PM,['NBA LEAGUE PASS']
"Sun, Apr 14",philadelphia 76ers,1:00 PM,['NBA LEAGUE PASS']
